Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
44,24-Dec-14,1.61,2.846,126.9835806,7.61,FALSE
45,24-Dec-14,-0.78,3.141,182.54459,8.724,FALSE
1,31-Dec-14,9.13,2.943,211.4049321,7.838,TRUE
2,31-Dec-14,8.5,2.943,211.064774,8.163,TRUE
3,31-Dec-14,11.78,2.943,214.6986466,7.564,TRUE
4,31-Dec-14,3.38,2.955,127.0876774,7.127,TRUE
5,31-Dec-14,9.88,2.943,211.9567142,6.768,TRUE
6,31-Dec-14,9.52,2.943,212.9149674,7.007,TRUE
7,31-Dec-14,-10.13,2.829,191.2557002,9.137,TRUE
8,31-Dec-14,5.26,2.943,214.7447295,6.433,TRUE
9,31-Dec-14,7.73,2.943,214.9268131,6.56,TRUE
10,31-Dec-14,9.82,3.148,127.0876774,9.003,TRUE
11,31-Dec-14,12.79,2.943,214.6986466,7.564,TRUE
12,31-Dec-14,7.58,3.148,127.0876774,14.313,TRUE
13,31-Dec-14,-2.89,2.868,127.0876774,7.795,TRUE
14,31-Dec-14,-1.29,3.179,182.5714479,8.724,TRUE
15,31-Dec-14,-3.03,3.336,132.8150323,8.067,TRUE
16,31-Dec-14,-6.86,2.829,191.2557002,6.986,TRUE
17,31-Dec-14,-6.23,2.868,127.0876774,6.885,TRUE
18,31-Dec-14,-3.28,3.177,132.8150323,9.331,TRUE
19,31-Dec-14,-1.86,3.336,132.8150323,8.067,TRUE
20,31-Dec-14,-1.75,3.179,204.6432267,7.484,TRUE
21,31-Dec-14,8.44,2.943,211.064774,8.163,TRUE
22,31-Dec-14,-1.95,3.177,136.665265,8.572,TRUE
23,31-Dec-14,-7.19,3.177,132.8150323,5.287,TRUE
24,31-Dec-14,-3.39,3.336,132.8150323,8.275,TRUE
25,31-Dec-14,-3.39,3.179,204.6432267,7.484,TRUE
26,31-Dec-14,-7.37,3.177,132.8150323,8.149,TRUE
27,31-Dec-14,-1.34,3.336,136.665265,8.021,TRUE
28,31-Dec-14,7.58,3.148,127.0876774,14.313,TRUE
29,31-Dec-14,-1.95,3.177,132.8150323,10.524,TRUE
30,31-Dec-14,8.44,2.943,211.064774,8.163,TRUE
31,31-Dec-14,8.44,2.943,211.064774,8.163,TRUE
32,31-Dec-14,-2.39,2.829,191.2557002,9.137,TRUE
33,31-Dec-14,11.62,3.148,127.0876774,9.265,TRUE
34,31-Dec-14,1.17,2.955,127.0876774,10.21,TRUE
35,31-Dec-14,-1.34,3.179,136.665265,8.763,TRUE
36,31-Dec-14,11.6,2.949,210.182398,8.476,TRUE
37,31-Dec-14,11.6,2.943,210.182398,8.476,TRUE
38,31-Dec-14,7.58,3.148,127.0876774,14.313,TRUE
39,31-Dec-14,11.36,2.943,210.182398,8.476,TRUE
40,31-Dec-14,-7.06,3.177,132.8150323,5.287,TRUE
41,31-Dec-14,-3.78,2.829,191.2557002,7.508,TRUE
42,31-Dec-14,9.82,3.148,127.0876774,9.003,TRUE
43,31-Dec-14,9.23,2.943,203.4176843,10.21,TRUE
44,31-Dec-14,-2.89,2.868,127.0876774,7.61,TRUE
45,31-Dec-14,-1.29,3.179,182.5714479,8.724,TRUE
1,7-Jan-15,9.04,2.976,211.4047419,7.742,FALSE
2,7-Jan-15,7.05,2.976,211.0648881,8.028,FALSE
3,7-Jan-15,11.86,2.976,214.6955104,7.551,FALSE
4,7-Jan-15,4.08,2.98,127.1917742,6.51,FALSE
5,7-Jan-15,9.06,2.976,211.9560305,6.634,FALSE
6,7-Jan-15,8.77,2.976,212.9134266,6.858,FALSE
7,7-Jan-15,-12.17,2.882,191.3683815,8.818,FALSE
8,7-Jan-15,2.09,2.976,214.7415521,6.262,FALSE
9,7-Jan-15,5.46,2.976,214.9234729,6.416,FALSE
10,7-Jan-15,6.35,3.287,127.1917742,8.744,FALSE
11,7-Jan-15,12.46,2.976,214.6955104,7.551,FALSE
12,7-Jan-15,3.13,3.287,127.1917742,14.021,FALSE
13,7-Jan-15,-8.37,2.891,127.1917742,7.47,FALSE
14,7-Jan-15,1.29,3.193,182.5983058,8.549,FALSE
15,7-Jan-15,-0.82,3.351,132.8823226,7.771,FALSE
16,7-Jan-15,-10.89,2.882,191.3683815,6.614,FALSE
17,7-Jan-15,-14.32,2.891,127.1917742,6.866,FALSE
18,7-Jan-15,-1.06,3.193,132.8823226,9.131,FALSE
19,7-Jan-15,-0.37,3.351,132.8823226,7.771,FALSE
20,7-Jan-15,-0.32,3.193,204.6487803,7.343,FALSE
21,7-Jan-15,6.8,2.976,211.0648881,8.028,FALSE
22,7-Jan-15,0.31,3.193,136.7332569,8.458,FALSE
23,7-Jan-15,-2.33,3.193,132.8823226,5.114,FALSE
24,7-Jan-15,-0.71,3.351,132.8823226,8.252,FALSE
25,7-Jan-15,-1.67,3.193,204.6487803,7.343,FALSE
26,7-Jan-15,-6.04,3.193,132.8823226,7.907,FALSE
27,7-Jan-15,1.34,3.351,136.7332569,7.827,FALSE
28,7-Jan-15,3.13,3.287,127.1917742,14.021,FALSE
29,7-Jan-15,0.31,3.193,132.8823226,10.256,FALSE
30,7-Jan-15,6.8,2.976,211.0648881,8.028,FALSE
31,7-Jan-15,6.8,2.976,211.0648881,8.028,FALSE
32,7-Jan-15,-4.57,2.882,191.3683815,8.818,FALSE
33,7-Jan-15,7.92,3.287,127.1917742,8.951,FALSE
34,7-Jan-15,-4.17,2.98,127.1917742,10.398,FALSE
35,7-Jan-15,1.34,3.193,136.7332569,8.549,FALSE
36,7-Jan-15,12.28,2.942,210.1842358,8.395,FALSE
37,7-Jan-15,12.28,2.976,210.1842358,8.395,FALSE
38,7-Jan-15,3.13,3.287,127.1917742,14.021,FALSE
39,7-Jan-15,11.52,2.976,210.1842358,8.395,FALSE
40,7-Jan-15,-4.42,3.193,132.8823226,5.114,FALSE
41,7-Jan-15,-4.58,2.882,191.3683815,7.241,FALSE
42,7-Jan-15,6.35,3.287,127.1917742,8.744,FALSE
43,7-Jan-15,4.71,2.976,203.4267005,10.398,FALSE
44,7-Jan-15,-8.37,2.891,127.1917742,7.224,FALSE
45,7-Jan-15,1.29,3.193,182.5983058,8.549,FALSE
1,14-Jan-15,1.89,2.983,211.4574109,7.742,FALSE
2,14-Jan-15,0.57,2.983,211.1176713,8.028,FALSE
3,14-Jan-15,7.09,2.983,214.7470729,7.551,FALSE
4,14-Jan-15,-0.22,2.992,127.3009355,6.51,FALSE
5,14-Jan-15,3.19,2.983,212.008514,6.634,FALSE
6,14-Jan-15,3.54,2.983,212.9655882,6.858,FALSE
7,14-Jan-15,-11.49,2.911,191.4784939,8.818,FALSE
8,14-Jan-15,-0.21,2.983,214.7930991,6.262,FALSE
9,14-Jan-15,2.46,2.983,214.9749587,6.416,FALSE
10,14-Jan-15,9.99,3.312,127.3009355,8.744,FALSE
11,14-Jan-15,7.41,2.983,214.7470729,7.551,FALSE
12,14-Jan-15,6.19,3.312,127.3009355,14.021,FALSE
13,14-Jan-15,-6.33,2.903,127.3009355,7.47,FALSE
14,14-Jan-15,-4.01,3.205,182.6585782,8.549,FALSE
15,14-Jan-15,-6.93,3.367,132.9510645,7.771,FALSE
16,14-Jan-15,-8.08,2.911,191.4784939,6.614,FALSE
17,14-Jan-15,-8.57,2.903,127.3009355,6.866,FALSE
18,14-Jan-15,-5.17,3.215,132.9510645,9.131,FALSE
19,14-Jan-15,-5.73,3.367,132.9510645,7.771,FALSE
20,14-Jan-15,-6.45,3.205,204.7026042,7.343,FALSE
21,14-Jan-15,1.19,2.983,211.1176713,8.028,FALSE
22,14-Jan-15,-4.02,3.215,136.803477,8.458,FALSE
23,14-Jan-15,-7.67,3.215,132.9510645,5.114,FALSE
24,14-Jan-15,-5.33,3.367,132.9510645,8.252,FALSE
25,14-Jan-15,-7.61,3.205,204.7026042,7.343,FALSE
26,14-Jan-15,-8.5,3.215,132.9510645,7.907,FALSE
27,14-Jan-15,-3.5,3.367,136.803477,7.827,FALSE
28,14-Jan-15,6.19,3.312,127.3009355,14.021,FALSE
29,14-Jan-15,-4.02,3.215,132.9510645,10.256,FALSE
30,14-Jan-15,1.19,2.983,211.1176713,8.028,FALSE
31,14-Jan-15,1.19,2.983,211.1176713,8.028,FALSE
32,14-Jan-15,-5.73,2.911,191.4784939,8.818,FALSE
33,14-Jan-15,12.02,3.312,127.3009355,8.951,FALSE
34,14-Jan-15,-0.69,2.992,127.3009355,10.398,FALSE
35,14-Jan-15,-3.5,3.205,136.803477,8.549,FALSE
36,14-Jan-15,6.04,2.971,210.2379731,8.395,FALSE
37,14-Jan-15,6.04,2.983,210.2379731,8.395,FALSE
38,14-Jan-15,6.19,3.312,127.3009355,14.021,FALSE
39,14-Jan-15,5.41,2.983,210.2379731,8.395,FALSE
40,14-Jan-15,-7.47,3.215,132.9510645,5.114,FALSE
41,14-Jan-15,-5.31,2.911,191.4784939,7.241,FALSE
42,14-Jan-15,9.99,3.312,127.3009355,8.744,FALSE
43,14-Jan-15,6.36,2.983,203.4840645,10.398,FALSE
44,14-Jan-15,-6.33,2.903,127.3009355,7.224,FALSE
45,14-Jan-15,-4.01,3.205,182.6585782,8.549,FALSE
1,21-Jan-15,6.69,3.016,211.8272343,7.742,FALSE
2,21-Jan-15,5.22,3.016,211.4864691,8.028,FALSE
3,21-Jan-15,10.41,3.016,215.1268275,7.551,FALSE
4,21-Jan-15,3.52,3.017,127.4404839,6.51,FALSE
5,21-Jan-15,7.45,3.016,212.3800012,6.634,FALSE
6,21-Jan-15,7.89,3.016,213.3399647,6.858,FALSE
7,21-Jan-15,-3.67,2.973,191.5731924,8.818,FALSE
8,21-Jan-15,5.59,3.016,215.1729926,6.262,FALSE
9,21-Jan-15,7.07,3.016,215.3554013,6.416,FALSE
10,21-Jan-15,13.75,3.336,127.4404839,8.744,FALSE
11,21-Jan-15,10.84,3.016,215.1268275,7.551,FALSE
12,21-Jan-15,11.96,3.223,127.4404839,14.021,FALSE
13,21-Jan-15,1.56,2.934,127.4404839,7.47,FALSE
14,21-Jan-15,-0.81,3.229,182.9193368,8.549,FALSE
15,21-Jan-15,-5.64,3.391,133.0285161,7.771,FALSE
16,21-Jan-15,-1.89,2.973,191.5731924,6.614,FALSE
17,21-Jan-15,-2.99,2.934,127.4404839,6.866,FALSE
18,21-Jan-15,-5.25,3.232,133.0285161,9.131,FALSE
19,21-Jan-15,-5.11,3.391,133.0285161,7.771,FALSE
20,21-Jan-15,-2.54,3.229,205.0460497,7.343,FALSE
21,21-Jan-15,5.96,3.016,211.4864691,8.028,FALSE
22,21-Jan-15,-2.89,3.232,136.8870657,8.458,FALSE
23,21-Jan-15,-9.12,3.232,133.0285161,5.114,FALSE
24,21-Jan-15,-4.62,3.391,133.0285161,8.252,FALSE
25,21-Jan-15,-4.88,3.229,205.0460497,7.343,FALSE
26,21-Jan-15,-10.57,3.232,133.0285161,7.907,FALSE
27,21-Jan-15,-1.04,3.391,136.8870657,7.827,FALSE
28,21-Jan-15,11.96,3.223,127.4404839,14.021,FALSE
29,21-Jan-15,-2.89,3.232,133.0285161,10.256,FALSE
30,21-Jan-15,5.96,3.016,211.4864691,8.028,FALSE
31,21-Jan-15,5.96,3.016,211.4864691,8.028,FALSE
32,21-Jan-15,1.41,2.973,191.5731924,8.818,FALSE
33,21-Jan-15,15.26,3.336,127.4404839,8.951,FALSE
34,21-Jan-15,4.21,3.017,127.4404839,10.398,FALSE
35,21-Jan-15,-1.04,3.229,136.8870657,8.549,FALSE
36,21-Jan-15,10.66,2.98,210.6031072,8.395,FALSE
37,21-Jan-15,10.66,3.016,210.6031072,8.395,FALSE
38,21-Jan-15,11.96,3.223,127.4404839,14.021,FALSE
39,21-Jan-15,10.14,3.016,210.6031072,8.395,FALSE
40,21-Jan-15,-9.64,3.232,133.0285161,5.114,FALSE
41,21-Jan-15,0.39,2.973,191.5731924,7.241,FALSE
42,21-Jan-15,13.75,3.336,127.4404839,8.744,FALSE
43,21-Jan-15,11.69,3.016,203.8315161,10.398,FALSE
44,21-Jan-15,1.56,2.934,127.4404839,7.224,FALSE
45,21-Jan-15,-0.81,3.229,182.9193368,8.549,FALSE
1,28-Jan-15,6.57,3.01,212.1970577,7.742,FALSE
2,28-Jan-15,6.02,3.01,211.8552668,8.028,FALSE
3,28-Jan-15,9.28,3.01,215.5065821,7.551,FALSE
4,28-Jan-15,4.78,3.022,127.5800323,6.51,FALSE
5,28-Jan-15,6.94,3.01,212.7514884,6.634,FALSE
6,28-Jan-15,7.21,3.01,213.7143412,6.858,FALSE
7,28-Jan-15,-12.16,3.008,191.667891,8.818,FALSE
8,28-Jan-15,4.03,3.01,215.5528862,6.262,FALSE
9,28-Jan-15,6.61,3.01,215.7358438,6.416,FALSE
10,28-Jan-15,11.68,3.231,127.5800323,8.744,FALSE
11,28-Jan-15,10.58,3.01,215.5065821,7.551,FALSE
12,28-Jan-15,10.41,3.342,127.5800323,14.021,FALSE
13,28-Jan-15,-0.2,2.96,127.5800323,7.47,FALSE
14,28-Jan-15,-4.42,3.237,183.1800955,8.549,FALSE
15,28-Jan-15,-6.88,3.402,133.1059677,7.771,FALSE
16,28-Jan-15,-6.22,3.008,191.667891,6.614,FALSE
17,28-Jan-15,-5.47,2.96,127.5800323,6.866,FALSE
18,28-Jan-15,-9.53,3.243,133.1059677,9.131,FALSE
19,28-Jan-15,-6.3,3.402,133.1059677,7.771,FALSE
20,28-Jan-15,-4.88,3.237,205.3894952,7.343,FALSE
21,28-Jan-15,6.69,3.01,211.8552668,8.028,FALSE
22,28-Jan-15,-6.33,3.243,136.9706544,8.458,FALSE
23,28-Jan-15,-11.72,3.243,133.1059677,5.114,FALSE
24,28-Jan-15,-7.83,3.402,133.1059677,8.252,FALSE
25,28-Jan-15,-7.27,3.237,205.3894952,7.343,FALSE
26,28-Jan-15,-14.7,3.243,133.1059677,7.907,FALSE
27,28-Jan-15,-4.64,3.402,136.9706544,7.827,FALSE
28,28-Jan-15,10.41,3.342,127.5800323,14.021,FALSE
29,28-Jan-15,-6.33,3.243,133.1059677,10.256,FALSE
30,28-Jan-15,6.69,3.01,211.8552668,8.028,FALSE
31,28-Jan-15,6.69,3.01,211.8552668,8.028,FALSE
32,28-Jan-15,1.59,3.008,191.667891,8.818,FALSE
33,28-Jan-15,13.68,3.231,127.5800323,8.951,FALSE
34,28-Jan-15,1.49,3.022,127.5800323,10.398,FALSE
35,28-Jan-15,-4.64,3.237,136.9706544,8.549,FALSE
36,28-Jan-15,9.3,2.995,210.9682412,8.395,FALSE
37,28-Jan-15,9.3,3.01,210.9682412,8.395,FALSE
38,28-Jan-15,10.41,3.342,127.5800323,14.021,FALSE
39,28-Jan-15,8.86,3.01,210.9682412,8.395,FALSE
40,28-Jan-15,-12.49,3.243,133.1059677,5.114,FALSE
41,28-Jan-15,0.13,3.008,191.667891,7.241,FALSE
42,28-Jan-15,11.68,3.231,127.5800323,8.744,FALSE
43,28-Jan-15,7.21,3.01,204.1789677,10.398,FALSE
44,28-Jan-15,-0.2,2.96,127.5800323,7.224,FALSE
45,28-Jan-15,-4.42,3.237,183.1800955,8.549,FALSE
1,4-Feb-15,5.71,2.989,212.5668812,7.742,FALSE
2,4-Feb-15,3.47,2.989,212.2240646,8.028,FALSE
3,4-Feb-15,7.75,2.989,215.8863367,7.551,FALSE
4,4-Feb-15,1.45,2.996,127.7195806,6.51,FALSE
5,4-Feb-15,5.37,2.989,213.1229755,6.634,FALSE
6,4-Feb-15,4.77,2.989,214.0887176,6.858,FALSE
7,4-Feb-15,-18.92,3.011,191.7625895,8.818,FALSE
8,4-Feb-15,-4.18,2.989,215.9327797,6.262,FALSE
9,4-Feb-15,-0.1,2.989,216.1162864,6.416,FALSE
10,4-Feb-15,7.16,3.348,127.7195806,8.744,FALSE
11,4-Feb-15,8.43,2.989,215.8863367,7.551,FALSE
12,4-Feb-15,7.3,3.348,127.7195806,14.021,FALSE
13,4-Feb-15,-4.81,2.974,127.7195806,7.47,FALSE
14,4-Feb-15,-1.82,3.231,183.4408542,8.549,FALSE
15,4-Feb-15,-6.28,3.4,133.1834194,7.771,FALSE
16,4-Feb-15,-10.2,3.011,191.7625895,6.614,FALSE
17,4-Feb-15,-11.51,2.974,127.7195806,6.866,FALSE
18,4-Feb-15,-6.23,3.24,133.1834194,9.131,FALSE
19,4-Feb-15,-6.1,3.4,133.1834194,7.771,FALSE
20,4-Feb-15,-1.9,3.231,205.7329407,7.343,FALSE
21,4-Feb-15,2.41,2.989,212.2240646,8.028,FALSE
22,4-Feb-15,-3.12,3.24,137.0542431,8.458,FALSE
23,4-Feb-15,-9.72,3.24,133.1834194,5.114,FALSE
24,4-Feb-15,-4.54,3.4,133.1834194,8.252,FALSE
25,4-Feb-15,-4.48,3.231,205.7329407,7.343,FALSE
26,4-Feb-15,-11.57,3.24,133.1834194,7.907,FALSE
27,4-Feb-15,-1.83,3.4,137.0542431,7.827,FALSE
28,4-Feb-15,7.3,3.348,127.7195806,14.021,FALSE
29,4-Feb-15,-3.12,3.24,133.1834194,10.256,FALSE
30,4-Feb-15,2.41,2.989,212.2240646,8.028,FALSE
31,4-Feb-15,2.41,2.989,212.2240646,8.028,FALSE
32,4-Feb-15,-9.18,3.011,191.7625895,8.818,FALSE
33,4-Feb-15,9.59,3.348,127.7195806,8.951,FALSE
34,4-Feb-15,-4.54,2.996,127.7195806,10.398,FALSE
35,4-Feb-15,-1.83,3.231,137.0542431,8.549,FALSE
36,4-Feb-15,8.16,2.98,211.3333753,8.395,FALSE
37,4-Feb-15,8.16,2.989,211.3333753,8.395,FALSE
38,4-Feb-15,7.3,3.348,127.7195806,14.021,FALSE
39,4-Feb-15,7.76,2.989,211.3333753,8.395,FALSE
40,4-Feb-15,-10.39,3.24,133.1834194,5.114,FALSE
41,4-Feb-15,-9.69,3.011,191.7625895,7.241,FALSE
42,4-Feb-15,7.16,3.348,127.7195806,8.744,FALSE
43,4-Feb-15,0.67,2.989,204.5264194,10.398,FALSE
44,4-Feb-15,-4.81,2.974,127.7195806,7.224,FALSE
45,4-Feb-15,-1.82,3.231,183.4408542,8.549,FALSE
1,11-Feb-15,2.44,3.022,212.9367046,7.742,TRUE
2,11-Feb-15,0.66,3.022,212.5928624,8.028,TRUE
3,11-Feb-15,6.43,3.022,216.2660913,7.551,TRUE
4,11-Feb-15,0.72,3.033,127.859129,6.51,TRUE
5,11-Feb-15,3.47,3.022,213.4944627,6.634,TRUE
6,11-Feb-15,4.1,3.022,214.4630941,6.858,TRUE
7,11-Feb-15,-12.09,3.037,191.8572881,8.818,TRUE
8,11-Feb-15,-2.08,3.022,216.3126733,6.262,TRUE
9,11-Feb-15,1.18,3.022,216.496729,6.416,TRUE
10,11-Feb-15,10.84,3.381,127.859129,8.744,TRUE
11,11-Feb-15,7.01,3.022,216.2660913,7.551,TRUE
12,11-Feb-15,10.72,3.381,127.859129,14.021,TRUE
13,11-Feb-15,-0.65,3.034,127.859129,7.47,TRUE
14,11-Feb-15,-0.94,3.239,183.7016129,8.549,TRUE
15,11-Feb-15,-5.76,3.416,133.260871,7.771,TRUE
16,11-Feb-15,-9.43,3.037,191.8572881,6.614,TRUE
17,11-Feb-15,-9.89,3.034,127.859129,6.866,TRUE
18,11-Feb-15,-4.28,3.255,133.260871,9.131,TRUE
19,11-Feb-15,-5.67,3.416,133.260871,7.771,TRUE
20,11-Feb-15,-3.68,3.239,206.0763862,7.343,TRUE
21,11-Feb-15,1.45,3.022,212.5928624,8.028,TRUE
22,11-Feb-15,-1.73,3.255,137.1378318,8.458,TRUE
23,11-Feb-15,-5.82,3.255,133.260871,5.114,TRUE
24,11-Feb-15,-3.05,3.416,133.260871,8.252,TRUE
25,11-Feb-15,-6.01,3.239,206.0763862,7.343,TRUE
26,11-Feb-15,-9.38,3.255,133.260871,7.907,TRUE
27,11-Feb-15,-0.86,3.416,137.1378318,7.827,TRUE
28,11-Feb-15,10.72,3.381,127.859129,14.021,TRUE
29,11-Feb-15,-1.73,3.255,133.260871,10.256,TRUE
30,11-Feb-15,1.45,3.022,212.5928624,8.028,TRUE
31,11-Feb-15,1.45,3.022,212.5928624,8.028,TRUE
32,11-Feb-15,-7.49,3.037,191.8572881,8.818,TRUE
33,11-Feb-15,11.86,3.381,127.859129,8.951,TRUE
34,11-Feb-15,-1.86,3.033,127.859129,10.398,TRUE
35,11-Feb-15,-0.86,3.239,137.1378318,8.549,TRUE
36,11-Feb-15,5.09,3.009,211.6985093,8.395,TRUE
37,11-Feb-15,5.09,3.022,211.6985093,8.395,TRUE
38,11-Feb-15,10.72,3.381,127.859129,14.021,TRUE
39,11-Feb-15,4.63,3.022,211.6985093,8.395,TRUE
40,11-Feb-15,-8.41,3.255,133.260871,5.114,TRUE
41,11-Feb-15,-8.44,3.037,191.8572881,7.241,TRUE
42,11-Feb-15,10.84,3.381,127.859129,8.744,TRUE
43,11-Feb-15,4.81,3.022,204.873871,10.398,TRUE
44,11-Feb-15,-0.65,3.034,127.859129,7.224,TRUE
45,11-Feb-15,-0.94,3.239,183.7016129,8.549,TRUE
1,18-Feb-15,14.09,3.045,213.2478853,7.742,FALSE
2,18-Feb-15,14.35,3.045,212.9033115,8.028,FALSE
3,18-Feb-15,16.43,3.045,216.5843571,7.551,FALSE
4,18-Feb-15,8.98,3.058,127.99525,6.51,FALSE
5,18-Feb-15,14.91,3.045,213.8068304,6.634,FALSE
6,18-Feb-15,15.34,3.045,214.7775231,6.858,FALSE
7,18-Feb-15,-8.17,3.051,191.9178331,8.818,FALSE
8,18-Feb-15,10.36,3.045,216.6310383,6.262,FALSE
9,18-Feb-15,14.72,3.045,216.8154856,6.416,FALSE
10,18-Feb-15,16.54,3.43,127.99525,8.744,FALSE
11,18-Feb-15,16.39,3.045,216.5843571,7.551,FALSE
12,18-Feb-15,11.86,3.43,127.99525,14.021,FALSE
13,18-Feb-15,4.92,3.062,127.99525,7.47,FALSE
14,18-Feb-15,4.83,3.245,183.9371353,8.549,FALSE
15,18-Feb-15,0.59,3.42,133.3701429,7.771,FALSE
16,18-Feb-15,-2.68,3.051,191.9178331,6.614,FALSE
17,18-Feb-15,-2.86,3.062,127.99525,6.866,FALSE
18,18-Feb-15,-0.23,3.263,133.3701429,9.131,FALSE
19,18-Feb-15,1.52,3.42,133.3701429,7.771,FALSE
20,18-Feb-15,6.08,3.245,206.3694701,7.343,FALSE
21,18-Feb-15,15.48,3.045,212.9033115,8.028,FALSE
22,18-Feb-15,1.86,3.263,137.2511849,8.458,FALSE
23,18-Feb-15,-3,3.263,133.3701429,5.114,FALSE
24,18-Feb-15,1.13,3.42,133.3701429,8.252,FALSE
25,18-Feb-15,3.57,3.245,206.3694701,7.343,FALSE
26,18-Feb-15,-6.87,3.263,133.3701429,7.907,FALSE
27,18-Feb-15,4.07,3.42,137.2511849,7.827,FALSE
28,18-Feb-15,11.86,3.43,127.99525,14.021,FALSE
29,18-Feb-15,1.86,3.263,133.3701429,10.256,FALSE
30,18-Feb-15,15.48,3.045,212.9033115,8.028,FALSE
31,18-Feb-15,15.48,3.045,212.9033115,8.028,FALSE
32,18-Feb-15,5.61,3.051,191.9178331,8.818,FALSE
33,18-Feb-15,16.68,3.43,127.99525,8.951,FALSE
34,18-Feb-15,7.29,3.058,127.99525,10.398,FALSE
35,18-Feb-15,4.07,3.245,137.2511849,8.549,FALSE
36,18-Feb-15,14.16,3.017,212.0063522,8.395,FALSE
37,18-Feb-15,14.16,3.045,212.0063522,8.395,FALSE
38,18-Feb-15,11.86,3.43,127.99525,14.021,FALSE
39,18-Feb-15,14.56,3.045,212.0063522,8.395,FALSE
40,18-Feb-15,-5.66,3.263,133.3701429,5.114,FALSE
41,18-Feb-15,4.11,3.051,191.9178331,7.241,FALSE
42,18-Feb-15,16.54,3.43,127.99525,8.744,FALSE
43,18-Feb-15,15.08,3.045,205.1683214,10.398,FALSE
44,18-Feb-15,4.92,3.062,127.99525,7.224,FALSE
45,18-Feb-15,4.83,3.245,183.9371353,8.549,FALSE
1,25-Feb-15,17.17,3.065,213.535609,7.742,FALSE
2,25-Feb-15,16,3.065,213.190421,8.028,FALSE
3,25-Feb-15,19.67,3.065,216.8780275,7.551,FALSE
4,25-Feb-15,9.44,3.087,128.13,6.51,FALSE
5,25-Feb-15,17.42,3.065,214.0955503,6.634,FALSE
6,25-Feb-15,17.14,3.065,215.0679731,6.858,FALSE
7,25-Feb-15,-8.08,3.101,191.9647167,8.818,FALSE
8,25-Feb-15,10.72,3.065,216.9247918,6.262,FALSE
9,25-Feb-15,15.01,3.065,217.1095679,6.416,FALSE
10,25-Feb-15,11.99,3.398,128.13,8.744,FALSE
11,25-Feb-15,20.41,3.065,216.8780275,7.551,FALSE
12,25-Feb-15,9.14,3.53,128.13,14.021,FALSE
13,25-Feb-15,0.65,3.12,128.13,7.47,FALSE
14,25-Feb-15,2.1,3.274,184.1625632,8.549,FALSE
15,25-Feb-15,-6.18,3.452,133.4921429,7.771,FALSE
16,25-Feb-15,-3.25,3.101,191.9647167,6.614,FALSE
17,25-Feb-15,-4.24,3.12,128.13,6.866,FALSE
18,25-Feb-15,-3.25,3.281,133.4921429,9.131,FALSE
19,25-Feb-15,-4.87,3.452,133.4921429,7.771,FALSE
20,25-Feb-15,0.67,3.274,206.6424093,7.343,FALSE
21,25-Feb-15,16.26,3.065,213.190421,8.028,FALSE
22,25-Feb-15,-0.98,3.281,137.3764439,8.458,FALSE
23,25-Feb-15,-8.33,3.281,133.4921429,5.114,FALSE
24,25-Feb-15,-3.28,3.452,133.4921429,8.252,FALSE
25,25-Feb-15,-2.02,3.274,206.6424093,7.343,FALSE
26,25-Feb-15,-8.72,3.281,133.4921429,7.907,FALSE
27,25-Feb-15,0.58,3.452,137.3764439,7.827,FALSE
28,25-Feb-15,9.14,3.53,128.13,14.021,FALSE
29,25-Feb-15,-0.98,3.281,133.4921429,10.256,FALSE
30,25-Feb-15,16.26,3.065,213.190421,8.028,FALSE
31,25-Feb-15,16.26,3.065,213.190421,8.028,FALSE
32,25-Feb-15,0.56,3.101,191.9647167,8.818,FALSE
33,25-Feb-15,12.72,3.398,128.13,8.951,FALSE
34,25-Feb-15,6.98,3.087,128.13,10.398,FALSE
35,25-Feb-15,0.58,3.274,137.3764439,8.549,FALSE
36,25-Feb-15,19.85,3.053,212.2912786,8.395,FALSE
37,25-Feb-15,19.85,3.065,212.2912786,8.395,FALSE
38,25-Feb-15,9.14,3.53,128.13,14.021,FALSE
39,25-Feb-15,19.87,3.065,212.2912786,8.395,FALSE
40,25-Feb-15,-8.61,3.281,133.4921429,5.114,FALSE
41,25-Feb-15,-3.28,3.101,191.9647167,7.241,FALSE
42,25-Feb-15,11.99,3.398,128.13,8.744,FALSE
43,25-Feb-15,14.65,3.065,205.4415714,10.398,FALSE
44,25-Feb-15,0.65,3.12,128.13,7.224,FALSE
45,25-Feb-15,2.1,3.274,184.1625632,8.549,FALSE
1,4-Mar-15,15.32,3.288,213.8233327,7.742,FALSE
2,4-Mar-15,14.32,3.288,213.4775305,8.028,FALSE
3,4-Mar-15,18.39,3.288,217.1716979,7.551,FALSE
4,4-Mar-15,8.09,3.305,128.26475,6.51,FALSE
5,4-Mar-15,15.75,3.288,214.3842702,6.634,FALSE
6,4-Mar-15,15.81,3.288,215.3584231,6.858,FALSE
7,4-Mar-15,-5.64,3.232,192.0116004,8.818,FALSE
8,4-Mar-15,11.77,3.288,217.2185454,6.262,FALSE
9,4-Mar-15,15.93,3.288,217.4036503,6.416,FALSE
10,4-Mar-15,13.87,3.674,128.26475,8.744,FALSE
11,4-Mar-15,19.17,3.288,217.1716979,7.551,FALSE
12,4-Mar-15,10.96,3.674,128.26475,14.021,FALSE
13,4-Mar-15,1.24,3.23,128.26475,7.47,FALSE
